x,y,phi,t
0.7375,0.4125,0.2449186624037091,0.0
0.6375,0.7125,0.2449186624037091,0.0
0.725,0.39375,0.0,0.0
0.26875,0.45,-0.7610288624760712,0.0
0.35625,0.3,-0.2449186624037091,0.0
0.3375,0.30625,0.1749580016792195,0.0
0.64375,0.30625,-0.5969421053455432,0.0
0.575,0.7375,0.0,0.0
0.75625,0.5125,0.4621168489804275,0.0
0.75,0.56875,0.6130523209460941,0.0
0.75,0.425,0.7265724307281587,0.0
0.50625,0.26875,-0.9051479422271316,0.0
0.7,0.3625,-0.509295655940823,0.0
0.25,0.49375,0.0,0.0
0.30625,0.35625,-0.5969421053455432,0.0
0.2625,0.4625,-0.6130523209460941,0.0
0.65625,0.7,0.2449186624037091,0.0
0.35,0.7,0.0,0.0
0.3625,0.2875,0.2449186624037091,0.0
0.325,0.69375,0.7083595000127614,0.0
0.51875,0.7375,-0.7611697957821897,0.0
0.48125,0.7625,0.761540328552845,0.0
0.58125,0.7375,0.0,0.0
0.69375,0.34375,-0.1749580016792195,0.0
0.25625,0.43125,0.2449186624037091,0.0
0.43125,0.7375,-0.2449186624037091,0.0
0.35625,0.7,-0.2449186624037091,0.0
0.5,0.74375,-0.4621171572598494,0.0
0.4,0.73125,0.2449186624037091,0.0
0.45625,0.7375,-0.451974961446917,0.0
0.6125,0.28125,-0.2449186624037091,0.0
0.51875,0.25,0.0,0.0
0.6,0.26875,0.2449186624037091,0.0
0.69375,0.33125,0.4856333695463859,0.0
0.6625,0.69375,0.1749580016792195,0.0
0.6,0.2625,0.6061999722789452,0.0
0.375,0.275,0.6061999722789452,0.0
0.61875,0.7375,0.8790214487643085,0.0
0.40625,0.74375,0.7211601948959597,0.0
0.73125,0.6125,0.6061999722789452,0.0
0.68125,0.6875,0.7083595000127614,0.0
0.6625,0.30625,0.1749580016792195,0.0
0.56875,0.2625,-0.2449186624037091,0.0
0.44375,0.2375,0.90481337098799,0.0
0.41875,0.7375,0.0,0.0
0.28125,0.4,-0.6061999722789452,0.0
0.5875,0.725,-0.6061999722789452,0.0
0.3875,0.73125,0.6061999722789452,0.0
0.75,0.475,0.0,0.0
0.4375,0.75,0.451974961446917,0.0
0.33125,0.31875,-0.1749580016792195,0.0
0.4625,0.25625,-0.2449186624037091,0.0
0.35625,0.29375,0.1749580016792195,0.0
0.74375,0.5125,-0.4621164171922545,0.0
0.5875,0.7375,0.2449186624037091,0.0
0.25,0.50625,0.0,0.0
0.7625,0.525,0.7609637602036935,0.0
0.46875,0.75,0.0,0.0
0.29375,0.40625,-0.9487952958916264,0.0
0.25625,0.425,0.4313372698755846,0.0
0.4125,0.25625,0.595789029090437,0.0
0.45,0.74375,0.0,0.0
0.53125,0.74375,-0.4313372698755846,0.0
0.7375,0.44375,-0.4599680480707031,0.0
0.6875,0.33125,0.1749580016792195,0.0
0.43125,0.75,0.6130523209460941,0.0
0.6,0.275,-0.2449186624037091,0.0
0.75,0.4875,0.0,0.0
0.4375,0.74375,0.0,0.0
0.24375,0.4875,0.4621168489804275,0.0
0.70625,0.3625,-0.1749580016792195,0.0
0.69375,0.65625,-0.1749580016792195,0.0
0.575,0.2625,0.0,0.0
0.70625,0.34375,0.5969421053455432,0.0
0.7375,0.39375,0.7257070766053133,0.0
0.2625,0.6,0.6061999722789452,0.0
0.35625,0.70625,0.1749580016792195,0.0
0.66875,0.33125,-0.7083595000127614,0.0
0.71875,0.4125,-0.817164936247689,0.0
0.75,0.5125,0.0,0.0
0.25625,0.5125,-0.4621164171922545,0.0
0.2875,0.3875,-0.6061999722789452,0.0
0.3125,0.325,0.4856333695463859,0.0
0.71875,0.575,-0.900477051747279,0.0
0.4,0.725,-0.2449186624037091,0.0
0.6375,0.3,-0.509295655940823,0.0
0.54375,0.7375,-0.451974961446917,0.0
0.40625,0.26875,0.0,0.0
0.30625,0.3375,0.1749580016792195,0.0
0.26875,0.55,-0.7609637602036935,0.0
0.4875,0.75,0.0,0.0
0.725,0.48125,-0.9636348146682844,0.0
0.25,0.4625,0.2449186624037091,0.0
0.74375,0.54375,0.0,0.0
0.25625,0.5375,-0.2449186624037091,0.0
0.73125,0.41875,-0.4313372698755846,0.0
0.675,0.69375,0.7083595000127614,0.0
0.425,0.7375,0.0,0.0
0.69375,0.675,0.7083595000127614,0.0
0.4625,0.25,0.2449186624037091,0.0
0.75,0.48125,0.0,0.0
0.31875,0.33125,-0.1749580016792195,0.0
0.6,0.73125,0.2449186624037091,0.0
0.55,0.7375,-0.4613280917460522,0.0
0.6375,0.2875,0.2449186624037091,0.0
0.725,0.6125,0.2449186624037091,0.0
0.5125,0.75625,0.4621168489804275,0.0
0.4375,0.25,0.451974961446917,0.0
0.53125,0.75,0.0,0.0
0.3,0.34375,0.2449186624037091,0.0
0.25,0.5125,0.0,0.0
0.73125,0.60625,0.4313372698755846,0.0
0.2625,0.45,-0.4613881621928897,0.0
0.275,0.56875,-0.8128878397744042,0.0
0.26875,0.575,-0.4491589576758795,0.0
0.29375,0.36875,-0.4183581058186825,0.0
0.75625,0.4375,0.7543211304099163,0.0
0.25625,0.4375,0.0,0.0
0.5875,0.26875,-0.2449186624037091,0.0
0.575,0.73125,-0.4491589576758795,0.0
0.3375,0.70625,0.7406088718126511,0.0
0.4625,0.7375,-0.6130523209460941,0.0
0.24375,0.46875,0.451974961446917,0.0
0.34375,0.29375,0.5969421053455432,0.0
0.35,0.70625,0.4183581058186825,0.0
0.74375,0.49375,-0.4621171498414198,0.0
0.41875,0.725,-0.7257070766053133,0.0
0.69375,0.3375,0.1749580016792195,0.0
0.66875,0.6875,0.1749580016792195,0.0
0.25625,0.54375,0.0,0.0
0.4625,0.75625,0.6130523209460941,0.0
0.275,0.625,0.6061999722789452,0.0
0.2625,0.50625,-0.7615940799606556,0.0
0.71875,0.39375,-0.4313372698755846,0.0
0.4,0.275,-0.2449186624037091,0.0
0.74375,0.55625,0.0,0.0
0.66875,0.3125,0.1749580016792195,0.0
0.71875,0.60625,-0.4313372698755846,0.0
0.33125,0.325,-0.4856333695463859,0.0
0.4125,0.73125,-0.2449186624037091,0.0
0.63125,0.29375,-0.4183581058186825,0.0
0.5625,0.74375,0.0,0.0
0.64375,0.3,-0.2449186624037091,0.0
0.43125,0.725,-0.8128878397744042,0.0
0.45,0.2625,-0.4613881621928897,0.0
0.25625,0.525,-0.4599680480707031,0.0
0.63125,0.70625,-0.4183581058186825,0.0
0.26875,0.4375,-0.7211601948959597,0.0
0.7125,0.60625,-0.7257070766053133,0.0
0.65625,0.70625,0.5969421053455432,0.0
0.25625,0.49375,-0.4621171498414198,0.0
0.275,0.61875,0.4313372698755846,0.0
0.25625,0.475,-0.4599680480707031,0.0
0.65,0.3,0.0,0.0
0.73125,0.54375,-0.7543211304099163,0.0
0.3,0.65625,0.2449186624037091,0.0
0.7125,0.375,-0.2449186624037091,0.0
0.25625,0.46875,-0.4313372698755846,0.0
0.65,0.2875,0.697782526730892,0.0
0.56875,0.73125,-0.595789029090437,0.0
0.6375,0.30625,-0.7451896487896466,0.0
0.375,0.70625,-0.6069732339739469,0.0
0.3375,0.6875,-0.1749580016792195,0.0
0.3125,0.66875,0.1749580016792195,0.0
0.53125,0.25,0.0,0.0
0.3,0.35,0.0,0.0
0.2375,0.4875,0.7615938680243701,0.0
0.7375,0.46875,-0.7265724307281587,0.0
0.74375,0.4125,0.595789029090437,0.0
0.2375,0.53125,0.7543211304099163,0.0
0.71875,0.38125,0.0,0.0
0.4125,0.275,-0.6061999722789452,0.0
0.28125,0.36875,0.4282837434732042,0.0
0.73125,0.38125,0.7257070766053133,0.0
0.25625,0.44375,0.0,0.0
0.675,0.675,-0.1749580016792195,0.0
0.275,0.4,-0.2449186624037091,0.0
0.75625,0.5375,0.6130523209460941,0.0
0.64375,0.69375,-0.5969421053455432,0.0
0.26875,0.5875,-0.2449186624037091,0.0
0.5,0.25625,-0.4621171572598494,0.0
0.325,0.6625,-0.7083595000127614,0.0
0.325,0.68125,0.1749580016792195,0.0
0.3875,0.725,0.2449186624037091,0.0
0.40625,0.725,-0.4313372698755846,0.0
0.41875,0.25625,0.4491589576758795,0.0
0.58125,0.2625,0.0,0.0
0.7375,0.56875,-0.2449186624037091,0.0
0.4125,0.2625,0.2449186624037091,0.0
0.66875,0.30625,0.4856333695463859,0.0
0.25,0.54375,0.4313372698755846,0.0
0.3625,0.71875,0.5950952739266588,0.0
0.66875,0.68125,-0.1749580016792195,0.0
0.7375,0.425,0.0,0.0
0.55625,0.25625,0.0,0.0
0.5,0.25,0.0,0.0
0.30625,0.65,-0.4183581058186825,0.0
0.24375,0.4625,0.6130523209460941,0.0
0.74375,0.58125,0.4491589576758795,0.0
0.26875,0.3875,0.6061999722789452,0.0
0.68125,0.65625,-0.7122202373149691,0.0
0.65625,0.66875,-0.92042757322152,0.0
0.39375,0.2875,-0.7257070766053133,0.0
0.4625,0.24375,0.6130523209460941,0.0
0.40625,0.73125,0.0,0.0
0.59375,0.2625,0.4313372698755846,0.0
0.29375,0.3875,-0.8174403388212914,0.0
0.35,0.73125,0.9686170138393608,0.0
0.575,0.74375,0.4313372698755846,0.0
0.45625,0.25,0.4313372698755846,0.0
0.6125,0.71875,-0.2449186624037091,0.0
0.4875,0.25,0.0,0.0
0.75,0.45625,0.4313372698755846,0.0
0.71875,0.64375,0.7437228290095839,0.0
0.7375,0.55625,-0.4599680480707031,0.0
0.36875,0.71875,0.4282837434732042,0.0
0.46875,0.25,0.0,0.0
0.71875,0.6,-0.6061999722789452,0.0
0.4875,0.75625,0.4621168489804275,0.0
0.51875,0.2625,-0.7611697957821897,0.0
0.31875,0.68125,0.4856333695463859,0.0
0.70625,0.6375,-0.1749580016792195,0.0
0.65625,0.30625,-0.1749580016792195,0.0
0.5375,0.25625,-0.2449186624037091,0.0
0.56875,0.74375,0.2449186624037091,0.0
0.25,0.45,0.4599680480707031,0.0
0.65625,0.325,-0.8456346839033435,0.0
0.65625,0.7125,0.8095295268930687,0.0
0.46875,0.74375,-0.4313372698755846,0.0
0.7375,0.45625,-0.451974961446917,0.0
0.56875,0.7375,-0.2449186624037091,0.0
0.45,0.75,0.4599680480707031,0.0
0.7375,0.40625,0.4313372698755846,0.0
0.6875,0.3125,0.8447229918631626,0.0
0.75,0.46875,0.0,0.0
0.26875,0.46875,-0.8805419385352152,0.0
0.325,0.31875,0.1749580016792195,0.0
0.4125,0.7375,0.2449186624037091,0.0
0.3125,0.65625,-0.494664937461617,0.0
0.26875,0.44375,-0.7599761784735615,0.0
0.2625,0.55,-0.4613280917460522,0.0
0.49375,0.7625,0.7615941525246559,0.0
0.7125,0.38125,-0.4313372698755846,0.0
0.75,0.575,0.7265724307281587,0.0
0.425,0.2625,0.0,0.0
0.65,0.69375,-0.4183581058186825,0.0
0.66875,0.69375,0.4856333695463859,0.0
0.45,0.725,-0.904669693795171,0.0
0.3125,0.68125,0.7083595000127614,0.0
0.26875,0.6125,0.6061999722789452,0.0
0.3125,0.34375,-0.494664937461617,0.0
0.38125,0.2875,-0.4313372698755846,0.0
0.4125,0.74375,0.595789029090437,0.0
0.25625,0.41875,0.4491589576758795,0.0
0.325,0.325,-0.1749580016792195,0.0
0.7,0.66875,0.708442859705991,0.0
0.29375,0.6625,0.7406088718126511,0.0
0.325,0.675,-0.1749580016792195,0.0
0.75625,0.4625,0.6130523209460941,0.0
0.5375,0.2625,-0.6130523209460941,0.0
0.725,0.4125,-0.6061999722789452,0.0
0.61875,0.2875,-0.4313372698755846,0.0
0.46875,0.75625,0.451974961446917,0.0
0.29375,0.35625,0.1749580016792195,0.0
0.5125,0.75,0.0,0.0
0.7375,0.58125,0.0,0.0
0.30625,0.6625,0.1749580016792195,0.0
0.71875,0.6125,-0.2449186624037091,0.0
0.3125,0.6625,-0.1749580016792195,0.0
0.25,0.55625,0.4613881621928897,0.0
0.2375,0.525,0.7609637602036935,0.0
0.59375,0.73125,0.0,0.0
0.38125,0.28125,0.0,0.0
0.75,0.525,0.0,0.0
0.68125,0.3125,0.7083595000127614,0.0
0.74375,0.55,0.0,0.0
0.375,0.71875,0.2449186624037091,0.0
0.25625,0.40625,0.7211601948959597,0.0
0.71875,0.3875,-0.2449186624037091,0.0
0.5625,0.7375,-0.4313372698755846,0.0
0.3625,0.70625,-0.1749580016792195,0.0
0.59375,0.26875,0.0,0.0
0.26875,0.6,0.2449186624037091,0.0
0.2875,0.64375,0.509295655940823,0.0
0.3375,0.3125,-0.1749580016792195,0.0
0.29375,0.64375,0.1749580016792195,0.0
0.25,0.575,0.7265724307281587,0.0
0.55625,0.2625,-0.4599680480707031,0.0
0.475,0.25,0.0,0.0
0.725,0.40625,-0.4313372698755846,0.0
0.45,0.25625,0.0,0.0
0.35625,0.69375,-0.5969421053455432,0.0
0.7125,0.6375,0.2449186624037091,0.0
0.2875,0.39375,-0.7257070766053133,0.0
0.43125,0.25625,0.2449186624037091,0.0
0.425,0.26875,-0.4491589576758795,0.0
0.54375,0.25625,0.0,0.0
0.68125,0.68125,0.4856333695463859,0.0
0.25,0.5,0.0,0.0
0.2875,0.6375,0.2449186624037091,0.0
0.6875,0.3375,-0.1749580016792195,0.0
0.7,0.64375,-0.2449186624037091,0.0
0.3125,0.3375,-0.1749580016792195,0.0
0.75625,0.40625,0.946348427484763,0.0
0.28125,0.6125,-0.2449186624037091,0.0
0.675,0.325,-0.1749580016792195,0.0
0.25625,0.5625,0.0,0.0
0.2625,0.41875,0.0,0.0
0.5,0.75,0.0,0.0
0.7,0.35625,-0.2449186624037091,0.0
0.25625,0.56875,0.2449186624037091,0.0
0.70625,0.625,-0.6069732339739469,0.0
0.41875,0.73125,-0.4313372698755846,0.0
0.69375,0.6625,0.1749580016792195,0.0
0.75,0.50625,0.0,0.0
0.24375,0.53125,0.451974961446917,0.0
0.43125,0.74375,0.2449186624037091,0.0
0.45625,0.2375,0.8805419385352152,0.0
0.4,0.71875,-0.6061999722789452,0.0
0.24375,0.5125,0.4621168489804275,0.0
0.4,0.2625,0.6061999722789452,0.0
0.3375,0.69375,0.1749580016792195,0.0
0.7,0.675,0.8438614478053249,0.0
0.28125,0.375,0.2449186624037091,0.0
0.6125,0.26875,0.6061999722789452,0.0
0.65,0.7,0.0,0.0
0.7125,0.39375,-0.7257070766053133,0.0
0.3125,0.675,0.4856333695463859,0.0
0.7375,0.5625,-0.4313372698755846,0.0
0.44375,0.74375,0.0,0.0
0.6125,0.275,0.2449186624037091,0.0
0.66875,0.6625,-0.8447229918631626,0.0
0.73125,0.56875,-0.595789029090437,0.0
0.2875,0.36875,0.0,0.0
0.61875,0.73125,0.7257070766053133,0.0
0.7375,0.5375,-0.6130523209460941,0.0
0.36875,0.70625,-0.4183581058186825,0.0
0.3375,0.2875,0.8802009381838123,0.0
0.2875,0.61875,-0.4313372698755846,0.0
0.48125,0.75,0.0,0.0
0.275,0.5875,-0.6061999722789452,0.0
0.73125,0.425,-0.4491589576758795,0.0
0.33125,0.3125,0.1749580016792195,0.0
0.5875,0.28125,-0.817164936247689,0.0
0.26875,0.59375,0.0,0.0
0.675,0.31875,0.1749580016792195,0.0
0.25,0.44375,0.4613280917460522,0.0
0.31875,0.325,0.1749580016792195,0.0
0.54375,0.74375,0.0,0.0
0.54375,0.75,0.4313372698755846,0.0
0.26875,0.40625,0.0,0.0
0.7375,0.6125,0.817164936247689,0.0
0.75,0.44375,0.4613280917460522,0.0
0.7125,0.65,0.697782526730892,0.0
0.65,0.6875,-0.697418185227464,0.0
0.50625,0.75,0.0,0.0
0.2625,0.40625,0.4313372698755846,0.0
0.28125,0.625,0.2449186624037091,0.0
0.45625,0.2625,-0.451974961446917,0.0
0.6875,0.34375,-0.494664937461617,0.0
0.7375,0.41875,0.0,0.0
0.71875,0.61875,0.0,0.0
0.4125,0.75,0.8128300362157171,0.0
0.575,0.275,-0.7521570158949167,0.0
0.325,0.3125,0.4856333695463859,0.0
0.275,0.6125,0.2449186624037091,0.0
0.6,0.725,-0.2449186624037091,0.0
0.73125,0.4625,-0.8261537145972138,0.0
0.65,0.26875,0.9686170138393608,0.0
0.30625,0.65625,-0.1749580016792195,0.0
0.55,0.25625,0.0,0.0
0.29375,0.34375,0.5969421053455432,0.0
0.5625,0.73125,-0.7211601948959597,0.0
0.30625,0.325,0.7083595000127614,0.0
0.40625,0.28125,-0.7257070766053133,0.0
0.74375,0.44375,0.0,0.0
0.7375,0.525,-0.7600412394368702,0.0
0.275,0.59375,-0.4313372698755846,0.0
0.50625,0.25625,-0.4621171498414198,0.0
0.325,0.70625,0.920127207075322,0.0
0.34375,0.30625,-0.1749580016792195,0.0
0.5625,0.25625,0.0,0.0
0.63125,0.28125,0.4282837434732042,0.0
0.56875,0.26875,-0.595789029090437,0.0
0.68125,0.675,0.1749580016792195,0.0
0.275,0.41875,-0.7257070766053133,0.0
0.65625,0.69375,-0.1749580016792195,0.0
0.7125,0.63125,0.0,0.0
0.73125,0.575,-0.4491589576758795,0.0
0.35625,0.2875,0.509295655940823,0.0
0.25,0.55,0.4599680480707031,0.0
0.68125,0.325,0.1749580016792195,0.0
0.64375,0.7125,0.509295655940823,0.0
0.7125,0.3875,-0.6061999722789452,0.0
0.5375,0.75,0.2449186624037091,0.0
0.2625,0.575,0.0,0.0
0.74375,0.43125,0.2449186624037091,0.0
0.60625,0.26875,0.4313372698755846,0.0
0.2625,0.56875,-0.2449186624037091,0.0
0.51875,0.24375,0.4620545229923915,0.0
0.725,0.3875,0.2449186624037091,0.0
0.45625,0.24375,0.7265724307281587,0.0
0.7375,0.4375,-0.4313372698755846,0.0
0.75,0.51875,0.0,0.0
0.7,0.3375,0.4996855759351278,0.0
0.39375,0.74375,0.8790039363359855,0.0
0.25,0.475,0.0,0.0
0.74375,0.425,0.4313372698755846,0.0
0.34375,0.6875,-0.494664937461617,0.0
0.4375,0.275,-0.8741881751965989,0.0
0.24375,0.48125,0.4620545229923915,0.0
0.48125,0.74375,-0.4619614393867489,0.0
0.6875,0.66875,0.1749580016792195,0.0
0.6375,0.29375,-0.1749580016792195,0.0
0.74375,0.45625,0.0,0.0
0.7375,0.575,0.0,0.0
0.74375,0.4375,0.0,0.0
0.73125,0.58125,-0.4313372698755846,0.0
0.25,0.4875,0.0,0.0
0.7375,0.625,0.92088948714173,0.0
0.24375,0.45625,0.7265724307281587,0.0
0.5625,0.75,0.451974961446917,0.0
0.28125,0.3625,0.5950952739266588,0.0
0.26875,0.41875,-0.4313372698755846,0.0
0.725,0.60625,0.0,0.0
0.75625,0.46875,0.451974961446917,0.0
0.35625,0.7125,0.509295655940823,0.0
0.44375,0.25,0.4613280917460522,0.0
0.4,0.28125,-0.6061999722789452,0.0
0.5375,0.25,0.2449186624037091,0.0
0.75625,0.51875,0.4620545229923915,0.0
0.70625,0.65,0.4183581058186825,0.0
0.29375,0.3625,-0.1749580016792195,0.0
0.725,0.5875,-0.6061999722789452,0.0
0.5375,0.24375,0.6130523209460941,0.0
0.25625,0.45,0.0,0.0
0.7,0.6375,-0.509295655940823,0.0
0.28125,0.40625,-0.7257070766053133,0.0
0.35,0.68125,-0.8460971531921925,0.0
0.29375,0.38125,-0.726702672086833,0.0
0.6125,0.7125,-0.6061999722789452,0.0
0.25,0.46875,0.0,0.0
0.625,0.70625,-0.6069732339739469,0.0
0.625,0.26875,0.817164936247689,0.0
0.3375,0.7,0.4996855759351278,0.0
0.30625,0.63125,-0.8516062861168385,0.0
0.74375,0.46875,-0.4313372698755846,0.0
0.7375,0.4,0.6061999722789452,0.0
0.6625,0.3,0.4996855759351278,0.0
0.75625,0.575,0.8805419385352152,0.0
0.26875,0.425,-0.4491589576758795,0.0
0.73125,0.4125,-0.2449186624037091,0.0
0.71875,0.63125,0.4282837434732042,0.0
0.3625,0.28125,0.5950952739266588,0.0
0.63125,0.2875,0.0,0.0
0.3375,0.31875,-0.4856333695463859,0.0
0.7125,0.64375,0.509295655940823,0.0
0.43125,0.75625,0.8261537145972138,0.0
0.4875,0.24375,0.4621168489804275,0.0
0.7125,0.35625,0.509295655940823,0.0
0.38125,0.26875,0.7257070766053133,0.0
0.69375,0.68125,0.8447229918631626,0.0
0.25625,0.58125,0.4491589576758795,0.0
0.34375,0.7125,0.8095295268930687,0.0
0.26875,0.60625,0.4313372698755846,0.0
0.7375,0.6,0.6061999722789452,0.0
0.4625,0.74375,-0.2449186624037091,0.0
0.54375,0.75625,0.7265724307281587,0.0
0.24375,0.5375,0.6130523209460941,0.0
0.4875,0.74375,-0.4621164171922545,0.0
0.3375,0.68125,-0.4856333695463859,0.0
0.26875,0.4125,-0.2449186624037091,0.0
0.43125,0.7625,0.9281610301775948,0.0
0.3375,0.33125,-0.8447229918631626,0.0
0.725,0.59375,-0.4313372698755846,0.0
0.525,0.25,0.0,0.0
0.25,0.51875,0.0,0.0
0.2875,0.625,-0.2449186624037091,0.0
0.375,0.73125,0.817164936247689,0.0
0.7375,0.54375,-0.451974961446917,0.0
0.34375,0.2875,0.8095295268930687,0.0
0.75,0.4375,0.451974961446917,0.0
0.275,0.63125,0.724062606610199,0.0
0.60625,0.275,0.0,0.0
0.275,0.60625,0.0,0.0
0.475,0.75625,0.4613280917460522,0.0
0.28125,0.39375,-0.4313372698755846,0.0
0.4375,0.80625,0.9999048319880416,0.0
0.025,0.1875,1.0,0.0
0.2625,0.0625,1.0,0.0
0.875,0.96875,1.0,0.0
0.4625,1.4188,1.0,0.0
0.49375,1.025,1.0,0.0
0.43125,0.85,0.999999920399356,0.0
0.06875,1.9688,1.0,0.0
0.45625,1.0125,1.0,0.0
0.15,0.16875,1.0,0.0
0.30625,0.85,0.9999999999384056,0.0
0.0875,1.5688,1.0,0.0
0.075,0.53125,0.9999999999985628,0.0
0.1125,1.0187,1.0,0.0
0.59375,1.4,1.0,0.0
0.55625,0.04375,0.9999999999999932,0.0
0.01875,0.50625,1.0,0.0
0.3125,1.0375,1.0,0.0
0.59375,1.0688,1.0,0.0
0.45625,1.7313,1.0,0.0
0.23125,1.5875,1.0,0.0
0.8125,1.6437,1.0,0.0
0.94375,0.2625,1.0,0.0
0.35625,1.35,1.0,0.0
0.74375,0.6375,0.9862234384001446,0.0
0.89375,0.56875,0.9999999999147808,0.0
0.25,1.8563,1.0,0.0
0.025,0.0625,1.0,0.0
0.35625,1.1,1.0,0.0
0.1375,0.025,1.0,0.0
0.46875,1.45,1.0,0.0
0.0625,1.5125,1.0,0.0
0.0625,1.6375,1.0,0.0
0.40625,1.975,1.0,0.0
0.86875,0.3125,0.999999999993485,0.0
0.08125,1.3312,1.0,0.0
0.25,1.7938,1.0,0.0
0.54375,1.025,1.0,0.0
0.175,0.05625,1.0,0.0
0.41875,0.95625,0.9999999999999968,0.0
0.83125,1.6812,1.0,0.0
0.04375,0.6375,0.9999999999999996,0.0
0.775,0.875,0.9999999999999976,0.0
0.51875,1.5187,1.0,0.0
0.1375,1.075,1.0,0.0
0.11875,0.625,0.9999999999338766,0.0
0.5,1.8188,1.0,0.0
0.1125,1.0625,1.0,0.0
0.875,1.0938,1.0,0.0
0.875,1.4062,1.0,0.0
0.16875,0.34375,0.999999986735186,0.0
0.98125,0.0875,1.0,0.0
0.35625,1.5063,1.0,0.0
0.2375,1.025,1.0,0.0
0.18125,0.99375,1.0,0.0
0.91875,0.9375,1.0,0.0
0.50625,1.5375,1.0,0.0
0.6625,0.23125,0.9999353448683584,0.0
0.3125,1.925,1.0,0.0
0.325,1.5625,1.0,0.0
0.68125,1.7812,1.0,0.0
0.15,0.04375,1.0,0.0
0.1125,0.0625,1.0,0.0
0.925,1.1562,1.0,0.0
0.31875,0.08125,0.9999999999999912,0.0
0.14375,1.0125,1.0,0.0
0.5125,0.1125,0.9999999994420472,0.0
0.69375,0.69375,0.9598927256778268,0.0
0.6875,1.2375,1.0,0.0
0.39375,1.0875,1.0,0.0
0.7,1.475,1.0,0.0
0.4875,1.6187,1.0,0.0
0.825,0.225,0.99999999999862,0.0
0.2,1.8,1.0,0.0
0.2125,1.1313,1.0,0.0
0.5125,1.2375,1.0,0.0
0.9625,0.26875,1.0,0.0
0.1375,0.825,1.0,0.0
0.64375,0.9625,1.0,0.0
0.53125,1.4688,1.0,0.0
0.61875,1.1437,1.0,0.0
0.85625,1.3563,1.0,0.0
0.75,1.4813,1.0,0.0
0.41875,1.2687,1.0,0.0
0.1875,1.3813,1.0,0.0
1.0,0.9125,1.0,0.0
0.74375,0.7,0.9999346545378622,0.0
0.55,1.7625,1.0,0.0
0.85625,1.4813,1.0,0.0
0.7625,0.825,0.9999999999950844,0.0
0.2625,1.3125,1.0,0.0
0.04375,0.7625,1.0,0.0
0.71875,0.125,0.9999999999997176,0.0
0.35625,0.975,1.0,0.0
0.29375,0.83125,0.9999999996602212,0.0
0.675,0.875,0.999999999993216,0.0
0.925,0.71875,0.9999999999999998,0.0
0.85,1.0125,1.0,0.0
0.55,1.2,1.0,0.0
0.0375,1.9688,1.0,0.0
